,fname,width,slice
1596,file1002247.h5,372,9
1597,file1001854.h5,372,9
1598,file1002086.h5,372,21
1599,file1001628.h5,372,30
28080,file1002568.h5,368,39
28081,file1002228.h5,368,36
28082,file1001139.h5,368,5
28083,file1001671.h5,368,12
28084,file1002363.h5,368,26
28085,file1000846.h5,368,31
28086,file1001800.h5,368,24
28087,file1001286.h5,368,32
28088,file1001042.h5,368,2
28089,file1000400.h5,368,16
28090,file1002271.h5,368,17
28091,file1002271.h5,368,4
28092,file1000181.h5,368,6
28093,file1000090.h5,368,27
28094,file1002118.h5,368,17
28095,file1002356.h5,368,15
11920,file1002244.h5,372,21
11921,file1001690.h5,372,22
11922,file1001791.h5,372,30
11923,file1000085.h5,372,9
11924,file1000199.h5,372,23
11925,file1002461.h5,372,24
11926,file1001698.h5,372,9
11927,file1001261.h5,372,14
11928,file1000709.h5,372,23
11929,file1000199.h5,372,19
11930,file1000936.h5,372,27
11931,file1001203.h5,372,18
11932,file1001708.h5,372,2
11933,file1001051.h5,372,6
11934,file1001084.h5,372,9
11935,file1000225.h5,372,19
21824,file1001176.h5,368,27
21825,file1000489.h5,368,10
21826,file1001382.h5,368,35
21827,file1002388.h5,368,25
21828,file1000535.h5,368,31
21829,file1000819.h5,368,11
21830,file1001205.h5,368,1
21831,file1001390.h5,368,25
21832,file1000224.h5,368,11
21833,file1002342.h5,368,4
21834,file1002097.h5,368,26
21835,file1001479.h5,368,33
21836,file1000326.h5,368,32
21837,file1001206.h5,368,13
21838,file1002462.h5,368,1
21839,file1002425.h5,368,4
11296,file1001309.h5,372,22
11297,file1001256.h5,372,13
11298,file1001775.h5,372,0
11299,file1001519.h5,372,31
11300,file1001731.h5,372,30
11301,file1000719.h5,372,3
11302,file1001413.h5,372,22
11303,file1000335.h5,372,32
11304,file1002542.h5,372,31
11305,file1000199.h5,372,17
11306,file1001373.h5,372,25
11307,file1000587.h5,372,21
11308,file1001733.h5,372,17
11309,file1001919.h5,372,10
11310,file1000340.h5,372,12
11311,file1000517.h5,372,3
6320,file1000298.h5,372,2
6321,file1001695.h5,372,29
6322,file1002034.h5,372,13
6323,file1002343.h5,372,27
6324,file1001523.h5,372,25
6325,file1001084.h5,372,29
6326,file1000511.h5,372,6
6327,file1001334.h5,372,31
6328,file1000736.h5,372,13
6329,file1002500.h5,372,7
6330,file1001695.h5,372,20
6331,file1002378.h5,372,26
6332,file1001677.h5,372,14
6333,file1000005.h5,372,13
6334,file1002366.h5,372,33
6335,file1000833.h5,372,26
10384,file1001698.h5,372,22
10385,file1000378.h5,372,15
10386,file1001147.h5,372,28
10387,file1000250.h5,372,13
10388,file1000685.h5,372,1
10389,file1001677.h5,372,10
10390,file1001027.h5,372,16
10391,file1002266.h5,372,22
10392,file1002478.h5,372,0
10393,file1001478.h5,372,28
10394,file1002229.h5,372,5
10395,file1002169.h5,372,16
10396,file1001403.h5,372,3
10397,file1001741.h5,372,10
10398,file1001733.h5,372,14
10399,file1001810.h5,372,21
14544,file1001116.h5,368,2
14545,file1000540.h5,368,29
14546,file1000256.h5,368,33
14547,file1001283.h5,368,6
14548,file1001950.h5,368,18
14549,file1000483.h5,368,6
14550,file1000851.h5,368,29
14551,file1001642.h5,368,30
14552,file1000336.h5,368,16
14553,file1001217.h5,368,11
14554,file1001300.h5,368,25
14555,file1001560.h5,368,34
14556,file1000582.h5,368,26
14557,file1000188.h5,368,7
14558,file1002287.h5,368,15
14559,file1001022.h5,368,4
12352,file1001646.h5,372,4
12353,file1002169.h5,372,1
12354,file1002229.h5,372,2
12355,file1000225.h5,372,6
12356,file1000459.h5,372,2
12357,file1001707.h5,372,5
12358,file1000301.h5,372,34
12359,file1001609.h5,372,28
12360,file1000529.h5,372,5
12361,file1002203.h5,372,5
12362,file1001765.h5,372,6
12363,file1001986.h5,372,31
12364,file1000959.h5,372,30
12365,file1001935.h5,372,20
12366,file1002459.h5,372,10
12367,file1001003.h5,372,13
20832,file1001969.h5,368,8
20833,file1002046.h5,368,29
20834,file1000888.h5,368,20
20835,file1001491.h5,368,21
20836,file1000754.h5,368,12
20837,file1001410.h5,368,9
20838,file1000738.h5,368,38
20839,file1000952.h5,368,9
20840,file1001098.h5,368,22
20841,file1001630.h5,368,14
20842,file1000365.h5,368,30
20843,file1001615.h5,368,8
20844,file1001229.h5,368,16
20845,file1002481.h5,368,34
20846,file1002117.h5,368,32
20847,file1000369.h5,368,32
12704,file1000995.h5,372,22
12705,file1000521.h5,372,12
12706,file1000617.h5,372,30
12707,file1001190.h5,372,27
12708,file1002010.h5,372,31
12709,file1000824.h5,372,0
12710,file1000876.h5,372,9
12711,file1001870.h5,372,17
12712,file1000043.h5,372,29
12713,file1002521.h5,372,18
12714,file1000043.h5,372,36
12715,file1001541.h5,372,27
12716,file1001966.h5,372,16
12717,file1000865.h5,372,14
12718,file1000970.h5,372,33
12719,file1000257.h5,372,13
18608,file1001229.h5,368,34
18609,file1002045.h5,368,33
18610,file1000116.h5,368,35
18611,file1001141.h5,368,25
18612,file1000539.h5,368,18
18613,file1000558.h5,368,3
18614,file1001189.h5,368,32
18615,file1001206.h5,368,24
18616,file1000548.h5,368,11
18617,file1001420.h5,368,3
18618,file1000605.h5,368,36
18619,file1000475.h5,368,24
18620,file1001277.h5,368,15
18621,file1000242.h5,368,29
18622,file1002379.h5,368,34
18623,file1001993.h5,368,15
1648,file1001173.h5,372,16
1649,file1000685.h5,372,25
1650,file1001306.h5,372,4
1651,file1002262.h5,372,8
1652,file1002235.h5,372,6
1653,file1000060.h5,372,22
1654,file1001975.h5,372,0
1655,file1002211.h5,372,2
1656,file1000448.h5,372,16
1657,file1000662.h5,372,7
1658,file1001675.h5,372,19
1659,file1002112.h5,372,28
1660,file1002510.h5,372,9
1661,file1000179.h5,372,36
1662,file1002499.h5,372,35
1663,file1001485.h5,372,2
31584,file1001711.h5,368,1
31585,file1001879.h5,368,31
31586,file1001999.h5,368,23
31587,file1001600.h5,368,6
31588,file1000424.h5,368,20
31589,file1000349.h5,368,22
31590,file1002341.h5,368,25
31591,file1002071.h5,368,12
31592,file1002532.h5,368,23
31593,file1002326.h5,368,2
31594,file1000339.h5,368,28
31595,file1002096.h5,368,6
31596,file1000829.h5,368,5
31597,file1000540.h5,368,28
31598,file1002190.h5,368,21
31599,file1001033.h5,368,22
13776,file1002088.h5,338,22
13777,file1001323.h5,338,29
13778,file1002221.h5,338,32
13779,file1001511.h5,338,8
13780,file1000569.h5,338,34
13781,file1000569.h5,338,32
13782,file1002221.h5,338,15
13783,file1000569.h5,338,41
13784,file1002221.h5,338,33
13785,file1002221.h5,338,34
13786,file1000569.h5,338,26
13787,file1002221.h5,338,14
13788,file1002221.h5,338,24
13789,file1000569.h5,338,15
13790,file1002088.h5,338,8
13791,file1001511.h5,338,13
13664,file1000638.h5,370,27
13665,file1000638.h5,370,19
13666,file1001805.h5,370,16
13667,file1000638.h5,370,20
13668,file1001805.h5,370,7
13669,file1001805.h5,370,10
13670,file1001805.h5,370,35
13671,file1001805.h5,370,11
13672,file1000638.h5,370,35
13673,file1001805.h5,370,31
13674,file1000638.h5,370,28
13675,file1000638.h5,370,7
13676,file1001805.h5,370,30
13677,file1001805.h5,370,24
13678,file1000638.h5,370,25
13679,file1000638.h5,370,30
29840,file1000754.h5,368,8
29841,file1002357.h5,368,18
29842,file1001205.h5,368,34
29843,file1001891.h5,368,6
29844,file1000400.h5,368,21
29845,file1000193.h5,368,3
29846,file1001856.h5,368,31
29847,file1001391.h5,368,0
29848,file1000244.h5,368,9
29849,file1002050.h5,368,25
29850,file1001062.h5,368,6
29851,file1001420.h5,368,23
29852,file1000193.h5,368,12
29853,file1001638.h5,368,21
29854,file1001048.h5,368,21
29855,file1001246.h5,368,27
20512,file1002425.h5,368,15
20513,file1000479.h5,368,34
20514,file1000563.h5,368,8
20515,file1000611.h5,368,7
20516,file1000098.h5,368,3
20517,file1000211.h5,368,30
20518,file1002437.h5,368,29
20519,file1000619.h5,368,22
20520,file1000058.h5,368,2
20521,file1000148.h5,368,6
20522,file1000045.h5,368,26
20523,file1000363.h5,368,15
20524,file1000785.h5,368,17
20525,file1002227.h5,368,28
20526,file1001319.h5,368,37
20527,file1000691.h5,368,32
6784,file1001935.h5,372,30
6785,file1002353.h5,372,26
6786,file1000709.h5,372,5
6787,file1000416.h5,372,32
6788,file1000418.h5,372,18
6789,file1001149.h5,372,27
6790,file1001584.h5,372,9
6791,file1000109.h5,372,6
6792,file1000070.h5,372,12
6793,file1001214.h5,372,28
6794,file1001415.h5,372,4
6795,file1001906.h5,372,12
6796,file1001079.h5,372,4
6797,file1002027.h5,372,19
6798,file1002476.h5,372,0
6799,file1002511.h5,372,24
16704,file1002048.h5,368,19
16705,file1000856.h5,368,16
16706,file1002474.h5,368,1
16707,file1001062.h5,368,17
16708,file1000180.h5,368,30
16709,file1001383.h5,368,30
16710,file1001545.h5,368,23
16711,file1001113.h5,368,32
16712,file1001732.h5,368,25
16713,file1001176.h5,368,25
16714,file1002117.h5,368,30
16715,file1001728.h5,368,9
16716,file1001378.h5,368,14
16717,file1000138.h5,368,29
16718,file1001973.h5,368,7
16719,file1000224.h5,368,14
9616,file1001436.h5,372,17
9617,file1000969.h5,372,22
9618,file1002497.h5,372,1
9619,file1001713.h5,372,6
9620,file1002034.h5,372,19
9621,file1001582.h5,372,29
9622,file1002128.h5,372,25
9623,file1000448.h5,372,33
9624,file1001795.h5,372,19
9625,file1000458.h5,372,0
9626,file1001415.h5,372,12
9627,file1000896.h5,372,13
9628,file1002054.h5,372,22
9629,file1000075.h5,372,20
9630,file1000873.h5,372,13
9631,file1001340.h5,372,20
30112,file1000027.h5,368,0
30113,file1002073.h5,368,19
30114,file1002334.h5,368,13
30115,file1000807.h5,368,31
30116,file1002263.h5,368,5
30117,file1002416.h5,368,20
30118,file1000048.h5,368,23
30119,file1001401.h5,368,13
30120,file1001857.h5,368,26
30121,file1002567.h5,368,28
30122,file1001849.h5,368,30
30123,file1000003.h5,368,13
30124,file1001619.h5,368,18
30125,file1001295.h5,368,6
30126,file1001460.h5,368,13
30127,file1000191.h5,368,24
15456,file1000829.h5,368,23
15457,file1000600.h5,368,28
15458,file1001420.h5,368,10
15459,file1000100.h5,368,35
15460,file1000249.h5,368,19
15461,file1001266.h5,368,36
15462,file1001479.h5,368,19
15463,file1000170.h5,368,35
15464,file1002383.h5,368,13
15465,file1000236.h5,368,22
15466,file1001300.h5,368,8
15467,file1001949.h5,368,35
15468,file1000554.h5,368,14
15469,file1001004.h5,368,23
15470,file1000633.h5,368,12
15471,file1000927.h5,368,33
1360,file1000988.h5,372,24
1361,file1001415.h5,372,0
1362,file1001695.h5,372,10
1363,file1001101.h5,372,25
1364,file1002367.h5,372,4
1365,file1000776.h5,372,19
1366,file1002366.h5,372,3
1367,file1000973.h5,372,9
1368,file1002247.h5,372,16
1369,file1001801.h5,372,33
1370,file1002315.h5,372,11
1371,file1000420.h5,372,5
1372,file1001799.h5,372,22
1373,file1001495.h5,372,13
1374,file1001328.h5,372,14
1375,file1001948.h5,372,6
19184,file1002045.h5,368,23
19185,file1000830.h5,368,27
19186,file1002234.h5,368,12
19187,file1002481.h5,368,4
19188,file1000040.h5,368,4
19189,file1000807.h5,368,2
19190,file1002304.h5,368,15
19191,file1000499.h5,368,4
19192,file1002567.h5,368,36
19193,file1000148.h5,368,0
19194,file1002523.h5,368,22
19195,file1000584.h5,368,17
19196,file1001319.h5,368,2
19197,file1000339.h5,368,24
19198,file1000947.h5,368,19
19199,file1001120.h5,368,0
26320,file1001420.h5,368,4
26321,file1001728.h5,368,20
26322,file1002161.h5,368,14
26323,file1001878.h5,368,15
26324,file1000943.h5,368,6
26325,file1001141.h5,368,2
26326,file1001479.h5,368,4
26327,file1000540.h5,368,18
26328,file1001942.h5,368,19
26329,file1001222.h5,368,28
26330,file1001154.h5,368,8
26331,file1001062.h5,368,7
26332,file1001623.h5,368,25
26333,file1002130.h5,368,14
26334,file1002397.h5,368,2
26335,file1001004.h5,368,28
31728,file1001778.h5,368,0
31729,file1001220.h5,368,6
31730,file1000376.h5,368,27
31731,file1001526.h5,368,7
31732,file1000261.h5,368,28
31733,file1000089.h5,368,13
31734,file1001973.h5,368,31
31735,file1001186.h5,368,33
31736,file1000974.h5,368,5
31737,file1002304.h5,368,10
31738,file1001244.h5,368,32
31739,file1002143.h5,368,10
31740,file1002163.h5,368,26
31741,file1002271.h5,368,6
31742,file1000089.h5,368,26
31743,file1002358.h5,368,21
4400,file1000501.h5,372,27
4401,file1001765.h5,372,21
4402,file1001149.h5,372,6
4403,file1001883.h5,372,44
4404,file1000490.h5,372,27
4405,file1002103.h5,372,2
4406,file1000001.h5,372,15
4407,file1000084.h5,372,2
4408,file1002027.h5,372,4
4409,file1000448.h5,372,10
4410,file1000425.h5,372,3
4411,file1000012.h5,372,10
4412,file1001966.h5,372,22
4413,file1001568.h5,372,7
4414,file1000284.h5,372,5
4415,file1002128.h5,372,26
32096,file1000326.h5,368,37
32097,file1002118.h5,368,32
32098,file1000605.h5,368,28
32099,file1000859.h5,368,13
32100,file1001910.h5,368,25
32101,file1001528.h5,368,27
32102,file1001830.h5,368,24
32103,file1000354.h5,368,15
32104,file1001742.h5,368,10
32105,file1001113.h5,368,27
32106,file1000231.h5,368,18
32107,file1001630.h5,368,8
32108,file1001307.h5,368,1
32109,file1002554.h5,368,15
32110,file1001294.h5,368,34
32111,file1002163.h5,368,29
26528,file1001382.h5,368,26
26529,file1001288.h5,368,26
26530,file1000573.h5,368,32
26531,file1000967.h5,368,16
26532,file1002518.h5,368,28
26533,file1000262.h5,368,14
26534,file1000115.h5,368,2
26535,file1000434.h5,368,1
26536,file1001600.h5,368,18
26537,file1000426.h5,368,14
26538,file1001319.h5,368,36
26539,file1000563.h5,368,18
26540,file1000369.h5,368,21
26541,file1000777.h5,368,27
26542,file1001922.h5,368,35
26543,file1000819.h5,368,18
19712,file1002170.h5,368,7
19713,file1001742.h5,368,2
19714,file1001832.h5,368,36
19715,file1002325.h5,368,22
19716,file1000170.h5,368,10
19717,file1002161.h5,368,12
19718,file1000643.h5,368,40
19719,file1000777.h5,368,2
19720,file1002361.h5,368,25
19721,file1002416.h5,368,26
19722,file1000819.h5,368,9
19723,file1002563.h5,368,23
19724,file1001758.h5,368,32
19725,file1002432.h5,368,29
19726,file1000296.h5,368,5
19727,file1002326.h5,368,20
11888,file1000971.h5,372,0
11889,file1002111.h5,372,22
11890,file1000317.h5,372,27
11891,file1001198.h5,372,26
11892,file1000709.h5,372,32
11893,file1001791.h5,372,21
11894,file1000615.h5,372,15
11895,file1002239.h5,372,28
11896,file1000612.h5,372,39
11897,file1000721.h5,372,11
11898,file1001875.h5,372,8
11899,file1001722.h5,372,22
11900,file1000290.h5,372,29
11901,file1001348.h5,372,15
11902,file1002479.h5,372,2
11903,file1001628.h5,372,26
3504,file1002509.h5,372,11
3505,file1000833.h5,372,25
3506,file1001775.h5,372,9
3507,file1001811.h5,372,2
3508,file1001455.h5,372,9
3509,file1000653.h5,372,19
3510,file1000290.h5,372,2
3511,file1000179.h5,372,6
3512,file1000612.h5,372,3
3513,file1000955.h5,372,28
3514,file1002485.h5,372,29
3515,file1002211.h5,372,10
3516,file1002543.h5,372,18
3517,file1000833.h5,372,19
3518,file1001334.h5,372,12
3519,file1000834.h5,372,24
17296,file1001033.h5,368,4
17297,file1000884.h5,368,30
17298,file1002371.h5,368,5
17299,file1002096.h5,368,9
17300,file1001042.h5,368,8
17301,file1001999.h5,368,35
17302,file1000188.h5,368,21
17303,file1002133.h5,368,10
17304,file1000434.h5,368,36
17305,file1002541.h5,368,23
17306,file1001390.h5,368,6
17307,file1000875.h5,368,27
17308,file1001752.h5,368,34
17309,file1001294.h5,368,19
17310,file1001823.h5,368,25
17311,file1000161.h5,368,6
24016,file1001108.h5,368,21
24017,file1002368.h5,368,33
24018,file1002449.h5,368,31
24019,file1001879.h5,368,5
24020,file1000585.h5,368,14
24021,file1002326.h5,368,5
24022,file1000582.h5,368,6
24023,file1002049.h5,368,15
24024,file1002117.h5,368,3
24025,file1001739.h5,368,11
24026,file1001863.h5,368,12
24027,file1000336.h5,368,37
24028,file1000231.h5,368,5
24029,file1002286.h5,368,18
24030,file1000410.h5,368,23
24031,file1001905.h5,368,11
34400,file1001666.h5,320,26
34401,file1001666.h5,320,20
34402,file1002545.h5,320,8
34403,file1002044.h5,320,36
34404,file1002000.h5,320,44
34405,file1002000.h5,320,20
34406,file1001773.h5,320,7
34407,file1000801.h5,320,2
34408,file1002044.h5,320,22
34409,file1001773.h5,320,16
34410,file1001666.h5,320,13
34411,file1002044.h5,320,27
34412,file1000801.h5,320,23
34413,file1002566.h5,320,15
34414,file1002000.h5,320,33
34415,file1001773.h5,320,3
13136,file1001965.h5,322,10
13137,file1001550.h5,322,6
13138,file1001965.h5,322,27
13139,file1001353.h5,322,3
13140,file1001908.h5,322,14
13141,file1001239.h5,322,1
13142,file1001216.h5,322,28
13143,file1002107.h5,322,25
13144,file1000898.h5,322,15
13145,file1001013.h5,322,7
13146,file1000492.h5,322,7
13147,file1001550.h5,322,0
13148,file1000311.h5,322,9
13149,file1000311.h5,322,0
13150,file1000492.h5,322,3
13151,file1001965.h5,322,23
19552,file1000708.h5,368,33
19553,file1000149.h5,368,19
19554,file1001425.h5,368,6
19555,file1001383.h5,368,18
19556,file1000161.h5,368,28
19557,file1001699.h5,368,12
19558,file1001109.h5,368,11
19559,file1001901.h5,368,27
19560,file1000089.h5,368,0
19561,file1001739.h5,368,5
19562,file1000285.h5,368,37
19563,file1000605.h5,368,6
19564,file1001973.h5,368,35
19565,file1001155.h5,368,22
19566,file1002094.h5,368,34
19567,file1001033.h5,368,29
29472,file1001922.h5,368,36
29473,file1001856.h5,368,18
29474,file1001654.h5,368,0
29475,file1001945.h5,368,33
29476,file1000357.h5,368,29
29477,file1001616.h5,368,15
29478,file1001342.h5,368,13
29479,file1002234.h5,368,14
29480,file1000836.h5,368,0
29481,file1002127.h5,368,12
29482,file1001333.h5,368,27
29483,file1001905.h5,368,15
29484,file1000326.h5,368,31
29485,file1002014.h5,368,21
29486,file1001108.h5,368,34
29487,file1001830.h5,368,14
9328,file1000568.h5,372,15
9329,file1000335.h5,372,2
9330,file1002262.h5,372,24
9331,file1000509.h5,372,9
9332,file1002478.h5,372,26
9333,file1000237.h5,372,4
9334,file1001979.h5,372,24
9335,file1001193.h5,372,19
9336,file1001721.h5,372,14
9337,file1000340.h5,372,35
9338,file1002459.h5,372,2
9339,file1001575.h5,372,37
9340,file1001963.h5,372,20
9341,file1000566.h5,372,13
9342,file1002517.h5,372,13
9343,file1000449.h5,372,1
14320,file1000336.h5,368,6
14321,file1002117.h5,368,35
14322,file1001863.h5,368,21
14323,file1002505.h5,368,9
14324,file1001659.h5,368,31
14325,file1002532.h5,368,31
14326,file1002341.h5,368,21
14327,file1001638.h5,368,40
14328,file1001823.h5,368,34
14329,file1001800.h5,368,19
14330,file1000550.h5,368,11
14331,file1002437.h5,368,32
14332,file1001209.h5,368,30
14333,file1001630.h5,368,11
14334,file1002363.h5,368,16
14335,file1002397.h5,368,34
13712,file1001175.h5,338,24
13713,file1001175.h5,338,32
13714,file1000569.h5,338,0
13715,file1002088.h5,338,16
13716,file1002233.h5,338,19
13717,file1002221.h5,338,0
13718,file1001175.h5,338,26
13719,file1001511.h5,338,0
13720,file1000569.h5,338,30
13721,file1001323.h5,338,11
13722,file1001323.h5,338,10
13723,file1002221.h5,338,31
13724,file1002233.h5,338,10
13725,file1002088.h5,338,14
13726,file1002221.h5,338,29
13727,file1002233.h5,338,25
9872,file1002256.h5,372,11
9873,file1000490.h5,372,23
9874,file1000814.h5,372,1
9875,file1001609.h5,372,15
9876,file1001975.h5,372,12
9877,file1000416.h5,372,20
9878,file1000185.h5,372,21
9879,file1001147.h5,372,13
9880,file1001617.h5,372,25
9881,file1000981.h5,372,25
9882,file1001791.h5,372,9
9883,file1001617.h5,372,30
9884,file1001513.h5,372,3
9885,file1000981.h5,372,23
9886,file1001309.h5,372,28
9887,file1001721.h5,372,12
15728,file1000611.h5,368,28
15729,file1002189.h5,368,26
15730,file1000061.h5,368,4
15731,file1002374.h5,368,23
15732,file1002056.h5,368,9
15733,file1002303.h5,368,20
15734,file1000943.h5,368,21
15735,file1002430.h5,368,15
15736,file1001283.h5,368,34
15737,file1002568.h5,368,31
15738,file1001694.h5,368,2
15739,file1002520.h5,368,5
15740,file1002342.h5,368,21
15741,file1000354.h5,368,17
15742,file1001671.h5,368,1
15743,file1002133.h5,368,16
23744,file1002456.h5,368,5
23745,file1001739.h5,368,1
23746,file1001421.h5,368,23
23747,file1000410.h5,368,28
23748,file1000550.h5,368,32
23749,file1000233.h5,368,29
23750,file1000483.h5,368,20
23751,file1000467.h5,368,29
23752,file1002523.h5,368,34
23753,file1001949.h5,368,28
23754,file1000249.h5,368,26
23755,file1001737.h5,368,0
23756,file1002379.h5,368,39
23757,file1000632.h5,368,29
23758,file1001673.h5,368,38
23759,file1002298.h5,368,17
576,file1001675.h5,372,7
